City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,takanabe,32.1333,131.5,16.94,91,100,2.4,JP,1712875486
291,moyo,3.6609,31.7247,21.11,83,73,1.51,UG,1712875486
292,coquimbo,-29.9533,-71.3436,13.85,94,100,2.57,CL,1712875486
293,ola,59.5833,151.2833,-3.81,81,38,0.57,RU,1712875486
294,bonab,37.3404,46.0561,8.6,75,98,2.65,IR,1712875486
295,peace river,56.2501,-117.286,13.17,28,75,3.6,CA,1712875487
296,kingston,17.997,-76.7936,30.53,70,20,10.8,JM,1712875258
297,bryne,58.7354,5.6477,7.19,92,0,4.63,NO,1712875487
298,mount pearl,47.5166,-52.7813,2.81,77,0,5.14,CA,1712875487
299,mariehamn,60.0973,19.9348,6.01,93,0,2.06,AX,1712875487
300,acarau,-2.8856,-40.12,26.65,86,98,3.42,BR,1712875449
301,lincheng,19.9078,109.6858,24.17,87,3,2.29,CN,1712875487
302,anastacio,-20.4836,-55.8069,25.3,87,98,0.78,BR,1712875487
303,tshikapa,-6.4167,20.8,23.39,89,100,0.75,CD,1712875488
304,tabou,4.423,-7.3528,26.63,81,100,2.01,CI,1712875488
305,phang nga,8.4509,98.5298,25.02,83,39,1.92,TH,1712875488
306,kalmunai,7.4167,81.8167,27.31,82,93,2.01,LK,1712875488
307,ottawa,45.4112,-75.6981,14.16,95,100,6.69,CA,1712875268
308,grove,51.6095,-1.4219,13.25,93,75,2.57,GB,1712875488
309,holly springs,35.6513,-78.8336,22.12,82,100,5.36,US,1712875407
310,sao felix do xingu,-6.6447,-51.995,24.09,95,85,0.47,BR,1712875488
311,uaua,-9.8414,-39.4817,26.11,74,86,4.19,BR,1712875488
312,kavaratti,10.5669,72.642,29.0,67,1,1.29,IN,1712875489
313,ghat,24.9647,10.1728,25.0,18,1,6.24,LY,1712875489
314,new plymouth,-39.0667,174.0833,18.23,95,79,6.17,NZ,1712875489
315,qamdo,31.1667,97.2333,-2.59,59,28,1.88,CN,1712875489
316,bowen,-20.0167,148.2333,23.63,70,1,4.78,AU,1712875489
317,dudinka,69.4058,86.1778,-29.62,100,85,3.58,RU,1712875489
318,menongue,-14.6585,17.691,19.04,91,99,2.07,AO,1712875489
319,zaragoza,41.6561,-0.8773,16.68,49,0,2.57,ES,1712875489
320,ndele,8.4109,20.6473,28.6,17,59,1.96,CF,1712875489
321,abra pampa,-22.7205,-65.697,16.84,48,99,8.17,AR,1712875489
322,bayramaly,37.6185,62.1671,16.86,29,76,4.78,TM,1712875490
323,xilin hot,43.9667,116.0333,11.36,41,100,2.36,CN,1712875490
324,minas de marcona,-15.2119,-75.1103,17.9,76,6,6.93,PE,1712875490
325,al bahah,20.0129,41.4677,16.68,78,8,2.37,SA,1712875490
326,nikolayevsk-on-amure,53.1406,140.73,3.83,82,82,1.58,RU,1712875490
327,juan griego,11.0817,-63.9655,26.64,82,2,6.48,VE,1712875490
328,novyy urgal,51.0736,132.5642,2.16,68,38,1.83,RU,1712875490
329,nuku'alofa,-21.1333,-175.2,29.19,79,40,3.09,TO,1712875491
330,brezina,33.0989,1.2608,11.04,43,0,5.31,DZ,1712875491
331,tolanaro,-25.0319,46.9987,23.04,88,40,2.06,MG,1712875491
332,la gi,10.6667,107.7833,24.87,85,71,4.7,VN,1712875491
333,tamanrasset,22.785,5.5228,23.95,8,0,6.17,DZ,1712875491
334,lethem,3.3803,-59.7968,31.34,50,90,5.28,GY,1712875491
335,stornoway,58.2093,-6.3865,11.98,89,100,9.26,GB,1712875381
336,hermanus,-34.4187,19.2345,13.78,73,28,7.43,ZA,1712875475
337,petropavlovka,50.6114,105.3196,4.72,85,82,0.85,RU,1712875491
338,uturoa,-16.7333,-151.4333,29.32,73,46,7.9,PF,1712875491
339,kamyzyak,46.11,48.0736,11.99,87,0,2.0,RU,1712875491
340,pastos bons,-6.6017,-44.0767,24.25,90,80,1.78,BR,1712875492
341,port victoria,0.0939,33.9756,21.67,82,45,3.07,KE,1712875492
342,peterborough,52.5736,-0.2478,16.42,82,100,8.23,GB,1712875492
343,aasiaat,68.7098,-52.8699,-6.76,93,99,2.16,GL,1712875492
344,sos'va,59.1766,61.8558,3.36,74,100,1.79,RU,1712875492
345,vila franca do campo,37.7167,-25.4333,18.27,99,36,1.66,PT,1712875492
346,itaituba,-4.2761,-55.9836,25.21,97,99,0.49,BR,1712875347
347,maua,-23.6678,-46.4614,21.67,93,90,3.56,BR,1712875452
348,maintirano,-18.0667,44.0167,26.9,82,100,5.52,MG,1712875493
349,milford,41.2223,-73.0565,15.58,83,100,6.17,US,1712875212
350,cerignola,41.264,15.9005,14.57,77,93,5.29,IT,1712875493
351,queenstown,-31.8976,26.8753,4.48,86,0,0.7,ZA,1712875493
352,nadi,-17.8,177.4167,30.0,70,20,2.57,FJ,1712875493
353,port lincoln,-34.7333,135.8667,14.93,61,100,3.67,AU,1712875256
354,floresville,29.1336,-98.1561,29.53,27,0,3.29,US,1712875209
355,grass valley,39.2191,-121.0611,25.09,38,0,3.09,US,1712875493
356,kodinsk,58.6881,99.1844,-5.31,96,100,0.84,RU,1712875493
357,taltal,-25.4,-70.4833,18.68,78,60,1.91,CL,1712875493
358,vung tau,10.346,107.0843,27.8,79,89,10.09,VN,1712875494
359,yekaterinovka,52.0508,44.3451,16.09,71,100,3.32,RU,1712875494
360,berdigestyakh,62.0989,126.6992,-13.11,92,100,4.18,RU,1712875494
361,hami,42.8,93.45,13.33,37,2,3.15,CN,1712875494
362,visakhapatnam,17.69,83.2093,26.82,63,35,1.13,IN,1712875494
363,sandnessjoen,66.0217,12.6316,3.06,81,75,0.51,NO,1712875494
364,morehead,37.2711,-87.1764,15.99,73,75,4.12,US,1712875494
365,russellville,35.2784,-93.1338,21.08,23,0,7.2,US,1712875494
366,sao vicente,-23.9631,-46.3919,26.1,70,100,0.51,BR,1712875260
367,broome,42.2506,-75.833,18.17,81,100,8.23,US,1712875494
368,papao,-17.75,-149.55,30.82,85,90,8.21,PF,1712875494
369,chernigovka,44.3389,132.5728,10.49,69,21,3.27,RU,1712875495
370,luanco,43.6152,-5.7934,13.65,89,100,3.13,ES,1712875495
371,crane,31.3974,-102.3501,26.5,13,0,5.79,US,1712875495
372,belmonte,-15.8631,-38.8828,26.15,85,48,2.56,BR,1712875495
373,togur,58.3631,82.8265,-12.14,89,16,2.24,RU,1712875495
374,victoria point,-27.5833,153.3,23.47,71,1,0.89,AU,1712875495
375,manacapuru,-3.2997,-60.6206,26.63,88,57,1.71,BR,1712875495
376,okha,53.5739,142.9478,-1.53,96,78,4.02,RU,1712875495
377,homer,59.6425,-151.5483,4.47,61,100,4.92,US,1712875495
378,richards bay,-28.783,32.0377,17.71,62,80,5.59,ZA,1712875495
379,samana,19.2056,-69.3369,26.98,84,36,4.79,DO,1712875495
380,medicine hat,50.0501,-110.6683,16.58,25,40,4.63,CA,1712875206
381,pavlogradka,54.2024,73.5592,-1.68,91,73,1.32,RU,1712875496
382,grand-bassam,5.2118,-3.7388,27.98,83,100,1.12,CI,1712875496
383,ancud,-41.8697,-73.8203,10.57,74,0,1.82,CL,1712875496
384,tyuratam,45.6507,63.3156,8.72,54,25,7.43,KZ,1712875496
385,sitka,57.0531,-135.33,6.94,65,20,6.69,US,1712875496
386,porto novo,6.4965,2.6036,29.9,78,78,4.67,BJ,1712875496
387,cuatro cienegas de carranza,26.9833,-102.0833,27.43,11,66,7.69,MX,1712875496
388,kindu,-2.95,25.95,21.55,93,100,0.71,CD,1712875496
389,inhambane,-23.865,35.3833,22.06,68,99,5.57,MZ,1712875496
390,nantucket,41.2835,-70.0995,12.08,99,100,6.69,US,1712875483
391,xucheng,20.35,110.1288,23.27,94,13,3.22,CN,1712875496
392,port-vila,-17.7338,168.3219,30.78,74,40,1.54,VU,1712875497
393,kerikeri,-35.2268,173.9474,21.62,85,48,3.12,NZ,1712875441
394,asadabad,34.7824,48.1185,6.97,80,88,3.03,IR,1712875497
395,la seu d'urgell,42.3588,1.4614,12.17,57,9,2.8,ES,1712875497
396,pitimbu,-7.4706,-34.8086,28.33,78,85,4.14,BR,1712875497
397,fish town,5.1964,-7.8756,22.69,97,99,1.15,LR,1712875497
398,sansanne-mango,10.3592,0.4708,31.93,46,100,4.47,TG,1712875497
399,cristuru secuiesc,46.2833,25.0333,15.63,68,94,0.78,RO,1712875497
400,cochrane,51.1834,-114.4687,13.35,24,0,6.69,CA,1712875320
401,torit,4.4133,32.5678,25.68,62,31,1.96,SS,1712875497
402,dawson creek,55.7666,-120.2362,11.8,30,40,4.12,CA,1712875497
403,north platte,41.1239,-100.7654,16.18,21,0,10.29,US,1712875434
404,illizi,26.4833,8.4667,22.89,31,1,5.96,DZ,1712875498
405,nizhnesortymskiy,62.4397,71.7603,-8.73,94,100,13.01,RU,1712875498
406,rawson,-43.3002,-65.1023,14.55,45,100,7.19,AR,1712875244
407,isiro,2.7739,27.616,20.0,90,69,1.59,CD,1712875498
408,taksimo,56.3444,114.8794,-1.07,83,99,0.59,RU,1712875498
409,shelbyville,35.4834,-86.4603,13.09,41,20,6.69,US,1712875498
410,bandarbeyla,9.4942,50.8122,27.68,86,35,2.2,SO,1712875498
411,san juanito,28.0,-107.5833,20.67,8,47,7.87,MX,1712875498
412,krasnoufimsk,56.6059,57.7669,9.55,89,100,7.46,RU,1712875499
413,jwaneng,-24.6004,24.7303,16.62,63,0,5.24,BW,1712875499
414,baganga,7.5739,126.56,26.88,75,94,1.39,PH,1712875499
415,bathsheba,13.2167,-59.5167,28.34,74,20,7.2,BB,1712875499
416,yaren,-0.5472,166.916,28.25,81,100,4.2,NR,1712875423
417,tabora,-5.0167,32.8,20.88,94,75,5.14,TZ,1712875499
418,the dalles,45.5946,-121.1787,20.35,50,0,1.34,US,1712875499
419,burutu,5.3509,5.5076,27.66,83,100,4.26,NG,1712875499
420,coronel suarez,-37.4547,-61.9334,9.1,78,100,2.69,AR,1712875499
421,brandon,27.9378,-82.2859,25.49,74,0,5.14,US,1712875495
422,balikpapan,-1.2675,116.8289,25.55,94,20,1.03,ID,1712875499
423,yanaul,56.2719,54.9309,12.96,89,98,6.07,RU,1712875500
424,sao joao da barra,-21.6403,-41.0511,25.05,83,8,2.7,BR,1712875500
425,g'azalkent,41.5581,69.7708,13.92,63,100,4.94,UZ,1712875500
426,west bay,19.3667,-81.4167,30.04,82,20,5.14,KY,1712875500
427,newton,42.337,-71.2092,12.71,91,100,3.6,US,1712875358
428,concepcion del oro,24.6333,-101.4167,20.45,19,37,6.87,MX,1712875500
429,acapulco de juarez,16.8634,-99.8901,28.9,74,0,4.12,MX,1712875291
430,hanceville,34.0607,-86.7675,13.59,91,100,5.79,US,1712875500
431,ebon,4.582,168.6964,27.47,84,100,7.16,MH,1712875501
432,kuching,1.55,110.3333,27.21,95,40,0.0,MY,1712875501
433,arrifes,37.7667,-25.7,17.18,94,20,1.54,PT,1712875501
434,cill airne,52.05,-9.5167,11.51,98,100,2.29,IE,1712875503
435,durban,-29.8579,31.0292,13.51,61,3,6.13,ZA,1712875504
436,sao jose da coroa grande,-8.8978,-35.1478,27.46,80,49,3.67,BR,1712875504
437,poronaysk,49.2167,143.1167,7.66,70,42,3.23,RU,1712875504
438,meadow lakes,61.6247,-149.6011,4.82,57,100,2.57,US,1712875504
439,flin flon,54.7682,-101.865,3.91,70,100,4.63,CA,1712875505
440,totness,5.8833,-56.3167,26.94,79,14,5.0,SR,1712875505
441,krasnokholmskiy,55.9873,55.0466,12.91,89,97,6.91,RU,1712875505
442,bonthe,7.5264,-12.505,26.31,83,100,1.38,SL,1712875505
443,aliade,7.2964,8.487,29.9,63,75,6.45,NG,1712875505
444,monticello,45.3055,-93.7941,16.02,46,20,9.77,US,1712875505
445,pires do rio,-17.2997,-48.2794,22.07,87,83,1.02,BR,1712875506
446,cabo san lucas,22.8909,-109.9124,28.12,40,40,3.6,MX,1712875418
447,bar-sur-aube,48.25,4.5833,9.19,88,76,0.38,FR,1712875506
448,pechora,65.1472,57.2244,1.03,98,100,9.83,RU,1712875506
449,bardai,11.65,7.2333,28.39,10,94,4.14,NG,1712875506
450,nova olimpia,-14.7972,-57.2881,24.73,88,100,0.66,BR,1712875507
451,hadibu,12.65,54.0333,26.96,78,95,2.1,YE,1712875507
452,walvis bay,-22.9575,14.5053,16.81,82,5,2.83,NA,1712875507
453,natal,-5.795,-35.2094,28.36,83,20,3.09,BR,1712875247
454,fortuna,40.5982,-124.1573,14.81,82,100,5.66,US,1712875243
455,aransas pass,27.9095,-97.15,31.0,49,0,4.63,US,1712875507
456,bogale,16.2833,95.4,27.37,67,59,2.16,MM,1712875507
457,axim,4.8699,-2.2405,26.97,81,100,1.34,GH,1712875508
458,dunedin,-45.8742,170.5036,8.78,96,100,1.34,NZ,1712875475
459,alta,69.9689,23.2717,1.59,83,100,5.14,NO,1712875508
460,antsiranana,-12.2787,49.2917,24.86,92,49,1.9,MG,1712875508
461,casino,-28.8667,153.05,18.09,68,9,1.67,AU,1712875508
462,wynyard,-41.0,145.7167,14.75,75,89,3.92,AU,1712875509
463,pandan,14.0453,124.1694,26.36,87,92,3.87,PH,1712875509
464,bam,29.106,58.357,22.05,39,7,2.49,IR,1712875509
465,martapura,-3.4167,114.85,24.53,95,90,0.92,ID,1712875509
466,karratha,-20.7377,116.8463,27.28,71,64,1.87,AU,1712875509
467,mersa matruh,31.3525,27.2453,15.11,88,75,4.12,EG,1712875509
468,taro,-8.3862,115.28,23.0,98,84,0.48,ID,1712875509
469,cardenas,23.0375,-81.2047,31.42,48,97,6.04,CU,1712875509
470,uliastay,47.7417,96.8444,1.14,73,94,2.18,MN,1712875510
471,tadine,-21.55,167.8833,24.16,75,100,3.79,NC,1712875510
472,ondjiva,-17.0667,15.7333,24.02,64,0,7.2,AO,1712875510
473,angaur state,6.906,134.13,28.07,74,68,5.69,PW,1712875510
474,dholka,22.7167,72.4667,28.21,54,17,2.8,IN,1712875510
475,aldinga beach,-35.2793,138.4604,14.81,65,2,1.24,AU,1712875430
476,giado,31.9582,12.0203,13.51,82,81,7.3,LY,1712875510
477,emerald,-23.5333,148.1667,21.3,41,0,3.83,AU,1712875510
478,lewistown,40.5992,-77.5714,18.41,94,100,0.0,US,1712875220
479,tual,-5.6667,132.75,28.5,71,91,2.6,ID,1712875510
480,suva,-18.1416,178.4415,28.71,84,75,0.0,FJ,1712875511
481,caburan,5.9181,125.6411,25.63,80,100,3.91,PH,1712875511
482,danilov,58.1908,40.1717,7.56,63,83,4.41,RU,1712875511
483,kill devil hills,36.0307,-75.676,21.0,85,75,11.32,US,1712875511
484,show low,34.2542,-110.0298,22.23,10,0,4.02,US,1712875412
485,necocli,8.4234,-76.786,28.08,84,72,3.18,CO,1712875511
486,bosaso,11.2842,49.1816,27.83,71,29,1.32,SO,1712875452
487,fort mcmurray,56.7268,-111.381,13.77,28,75,5.14,CA,1712875282
488,holma,9.9008,13.0567,29.49,11,55,2.81,NG,1712875511
489,tuy hoa,13.0833,109.3,24.08,95,100,1.37,VN,1712875511
490,murillo colonia,26.2565,-98.1133,33.41,17,0,5.66,US,1712875512
491,horta,38.5333,-28.6333,15.57,94,94,1.79,PT,1712875512
492,ta`u,-14.2336,-169.5144,28.98,78,5,4.6,AS,1712875512
493,kolonia,50.9333,6.95,14.6,82,100,0.51,DE,1712875512
494,jiayuguan,39.8167,98.3,8.41,30,6,0.25,CN,1712875512
495,praia,14.9215,-23.5087,22.3,73,0,5.66,CV,1712875512
496,northam,51.0333,-4.2167,11.33,95,76,6.78,GB,1712875512
497,ketchikan,55.3422,-131.6461,7.26,76,100,2.57,US,1712875271
498,siddipet,18.1,78.85,24.81,67,53,5.31,IN,1712875513
499,kuqa,41.7278,82.9364,14.81,26,17,2.23,CN,1712875513
500,owando,-0.4819,15.8999,24.86,82,98,0.43,CG,1712875513
501,las tablas,7.7667,-80.2833,30.65,99,100,4.2,PA,1712875513
502,chernyshevsk,52.5243,117.0174,5.3,85,100,3.98,RU,1712875513
503,saint-philippe,-21.3585,55.7679,25.77,86,54,2.16,RE,1712875494
504,sochi,43.6,39.7303,13.05,93,56,1.27,RU,1712875404
505,al bawiti,28.3492,28.8659,19.16,32,2,3.07,EG,1712875513
506,quirinopolis,-18.4483,-50.4517,24.37,82,99,0.28,BR,1712875513
507,colchani,-20.3,-66.9333,14.58,24,16,2.9,BO,1712875514
508,kearney,40.6995,-99.0815,16.31,21,0,9.77,US,1712875508
509,thames,-37.1333,175.5333,18.88,96,100,3.44,NZ,1712875514
510,ugoofaaru,5.6667,73.0,29.09,73,79,2.06,MV,1712875514
511,island harbour,50.724,-1.2758,11.79,90,91,3.58,GB,1712875514
512,eureka,40.8021,-124.1637,14.96,73,56,3.58,US,1712875247
513,paulden,34.8856,-112.4682,27.44,13,0,1.79,US,1712875465
514,luderitz,-26.6481,15.1594,21.96,46,0,2.09,NA,1712875514
515,geraldton,-28.7667,114.6,19.23,72,40,3.6,AU,1712875515
516,korets,50.6165,27.1605,9.26,70,0,3.01,UA,1712875515
517,caleta de carquin,-11.0925,-77.6267,22.8,79,57,4.75,PE,1712875515
518,winnemucca,40.973,-117.7357,24.03,22,20,4.12,US,1712875515
519,tokar,18.4254,37.729,25.34,60,39,4.12,SD,1712875515
520,fort st. john,56.2499,-120.8529,9.94,37,100,3.09,CA,1712875479
521,kerema,-7.9631,145.7785,24.75,93,100,3.38,PG,1712875515
522,al mayadin,35.0209,40.4535,19.93,43,14,2.06,SY,1712875515
523,tazacorte,28.629,-17.9293,23.54,46,100,4.63,ES,1712875515
524,saveh,35.0213,50.3566,14.02,51,97,4.11,IR,1712875516
525,dondaicha,21.3333,74.5667,28.86,46,47,2.13,IN,1712875516
526,nadym,65.5333,72.5167,-12.8,89,100,13.69,RU,1712875516
527,sterling,39.0062,-77.4286,19.05,86,100,6.69,US,1712875321
528,yabelo,4.8833,38.0833,16.12,88,9,2.73,ET,1712875516
529,vilsbiburg,48.45,12.35,10.05,81,52,0.96,DE,1712875516
530,nova vicosa,-17.8919,-39.3719,26.18,81,0,2.93,BR,1712875361
531,owase,34.0667,136.2,13.45,82,100,1.81,JP,1712875516
532,chingirlau,51.095,54.0814,9.45,65,100,4.25,KZ,1712875516
533,kimbe,-5.5502,150.1429,29.36,69,63,0.3,PG,1712875517
534,uzhur,55.3036,89.8339,-3.08,89,99,3.47,RU,1712875517
535,cold lake,54.4502,-110.2017,12.97,22,40,2.06,CA,1712875517
536,penzance,50.1186,-5.5371,11.38,87,63,8.31,GB,1712875517
537,mejit,10.2753,170.8646,26.68,79,100,9.24,MH,1712875517
538,tammela,60.8104,23.7682,5.66,90,100,5.76,FI,1712875517
539,pago pago,-14.2781,-170.7025,31.55,74,40,2.06,AS,1712875517
540,baglung,28.2719,83.5898,15.35,27,1,3.42,NP,1712875517
541,sechura,-5.5569,-80.8222,27.09,60,50,6.47,PE,1712875517
542,salinopolis,-0.6136,-47.3561,26.84,88,100,3.96,BR,1712875517
543,holtville,32.8112,-115.3803,36.17,11,0,1.54,US,1712875272
544,kolwezi,-10.7148,25.4667,16.62,98,99,1.86,CD,1712875518
545,idri,27.5,13.2667,22.04,15,6,7.74,LY,1712875518
546,kailua-kona,19.6406,-155.9956,27.38,71,100,2.57,US,1712875518
547,oriximina,-1.7656,-55.8661,26.33,92,85,1.36,BR,1712875518
548,codrington,-38.2667,141.9667,15.0,62,99,3.67,AU,1712875518
549,waingapu,-9.6567,120.2641,25.29,82,69,3.31,ID,1712875518
550,ghanzi,-21.5667,21.7833,18.96,36,47,3.47,BW,1712875518
551,malvan,16.0667,73.4667,26.1,64,16,4.11,IN,1712875518
552,aripuana,-9.1667,-60.6333,24.8,96,100,0.82,BR,1712875460
553,baotou,40.6522,109.8222,12.95,29,1,1.58,CN,1712875518
554,strathmore,51.0501,-113.3852,13.67,28,100,5.66,CA,1712875519
555,port said,31.2565,32.2841,18.99,77,0,2.06,EG,1712875519
556,kyzyl-mazhalyk,51.1333,90.6,4.39,54,100,1.79,RU,1712875519
557,san juan de miraflores,-12.1629,-76.9635,23.29,82,95,3.55,PE,1712875309
558,al mindak,20.1588,41.2834,17.78,76,29,1.19,SA,1712875519
559,soufriere,13.8562,-61.0566,28.81,79,20,6.69,LC,1712875519
560,mahina,-17.5065,-149.489,30.87,70,75,1.54,PF,1712875519
561,margate,51.3813,1.3862,12.71,92,54,3.13,GB,1712875519
562,smithers,54.7804,-127.1743,5.18,87,75,5.66,CA,1712875520
563,tongouson,5.0214,120.1328,27.69,77,89,2.56,PH,1712875520
564,dorchester,33.1002,-80.3831,25.02,82,40,5.14,US,1712875520
565,meizhou,24.2977,116.1072,22.23,87,25,0.91,CN,1712875520
566,colonel hill,22.7667,-74.2167,25.32,74,19,8.25,BS,1712875520
567,kavieng,-2.5744,150.7967,27.66,78,99,1.63,PG,1712875520
568,lerwick,60.1545,-1.1494,10.0,83,100,7.56,GB,1712875499
569,saudarkrokur,65.7461,-19.6394,0.48,99,99,2.92,IS,1712875520
570,chibougamau,49.9168,-74.3659,9.79,66,40,3.6,CA,1712875520
571,douglas,41.3,-96.167,16.03,32,40,11.83,US,1712875501
572,kasongo-lunda,-6.4667,16.8167,22.52,97,100,0.56,CD,1712875521
573,goz beida,13.95,20.55,29.11,9,24,4.09,TD,1712875521
574,vernon,50.2581,-119.2691,15.72,40,100,1.54,CA,1712875521
575,rhinelander,45.6366,-89.4121,11.18,66,100,2.57,US,1712875302
576,al majaridah,19.1236,41.9111,27.75,66,11,0.74,SA,1712875521
577,izluchinsk,60.9794,76.9242,-13.99,90,91,4.92,RU,1712875521
578,taitung city,22.7583,121.1444,21.15,94,75,2.06,TW,1712875257
579,sola,-13.8833,167.55,28.34,79,51,5.26,VU,1712875521
580,chipata,-13.6333,32.65,18.79,94,99,3.35,ZM,1712875521
581,mugia,43.1041,-9.2179,14.95,72,100,2.2,ES,1712875522
